project_name,sector_type,country,installed_capacity_mw,operational_status,owner,equity_stake_owner,equity_stake_operator,country_of_company_hq,company_type,company_type_for_label,is_operator,lender_type,substances,deal_type,parent_org,pid
ivirizu,hydropower,bolivia,279.8,under_construction,sinohydro_corporation,0.0,1.0,china,soe,stateowned_enterprise,yes,nan,nan,greenfield,sinohydro_corporation,owkfur
san_gaban_expansion_i_iii_iv,hydropower,peru,611.8,under_construction,hydro_global_peru_ctg_and_edp,0.5,0.5,china,soe,stateowned_enterprise,yes,foreign_development_bankfund_commercial_bank,nan,greenfield,hydro_global_peru_ctg_and_edp,hxznmh
santa_maria,hydropower,peru,750.0,permitting,china_gezhouba_group,0.5,0.5,china,soe,stateowned_enterprise,yes,nan,nan,greenfield,china_gezhouba_group,kx8nqa
santa_teresa_i,hydropower,peru,100.0,in_operation,luz_del_sur,1.0,1.0,china,soe,stateowned_enterprise,yes,nan,nan,mergeracquisition,luz_del_sur,apxpug
santo_antonio_do_jari,hydropower,brazil,373.3,in_operation,china_three_gorges_corporation,0.5,0.5,china,soe,stateowned_enterprise,yes,domestic_development_bankfund,nan,partial_change_in_equity,china_three_gorges_corporation,xrnjq4
sao_manoel,hydropower,brazil,700.0,in_operation,china_three_gorges_corporation,0.33,0.33,china,soe,stateowned_enterprise,yes,domestic_development_bankfund,nan,partial_change_in_equity,china_three_gorges_corporation,htcn9n
gpbi1guayas_bajo_integrado,hydropower,colombia,292.0,permitting,universal_stream,1.0,1.0,colombia,other,other,yes,nan,nan,greenfield,universal_stream,5yf6er
abanico,hydropower,ecuador,37.62,in_operation,hidroabanico,1.0,1.0,ecuador,local_power_company,local_power_company,yes,nan,nan,greenfield,hidroabanico,jeqecd
coca_codo_sinclair,hydropower,ecuador,1500.0,in_operation,corporacion_electrica_del_ecuador_celec_ep,1.0,1.0,ecuador,soe,stateowned_enterprise,yes,foreign_development_bankfund,nan,full_asset_transaction,corporacion_electrica_del_ecuador_celec_ep,fbea2w
delsitanisagua,hydropower,ecuador,115.0,in_operation,corporacion_electrica_del_ecuador_celec_ep,1.0,1.0,ecuador,soe,stateowned_enterprise,yes,foreign_development_bankfund,nan,greenfield,corporacion_electrica_del_ecuador_celec_ep,sx2voo
isimanchi,hydropower,ecuador,51.0,in_operation,empresa_electrica_regional_del_sur,1.0,1.0,ecuador,soe,stateowned_enterprise,yes,nan,nan,greenfield,empresa_electrica_regional_del_sur,kbuefv
normandia,hydropower,ecuador,49.6,in_operation,ecuaenergia,0.6,0.6,ecuador,local_power_company,local_power_company,yes,multilateral_development_bank_private_equity_nonbank_financial_institution_foreign_development_bankfund_nonbank_financial_institution_foreign_development_bankfund_foreign_development_bankfund,nan,greenfield,ecuaenergia,jlet6j
normandia,hydropower,ecuador,49.6,in_operation,normantrust_group,0.4,0.4,ecuador,other,other,yes,multilateral_development_bank_private_equity_nonbank_financial_institution_foreign_development_bankfund_nonbank_financial_institution_foreign_development_bankfund_foreign_development_bankfund,nan,greenfield,normantrust_group,yx3qtb
pucara_pisayambo,hydropower,ecuador,73.0,in_operation,corporacion_electrica_del_ecuador_celec_ep,1.0,1.0,ecuador,soe,stateowned_enterprise,yes,nan,nan,greenfield,corporacion_electrica_del_ecuador_celec_ep,uwqtui
pusuno,hydropower,ecuador,39.5,under_construction,elienergy,1.0,1.0,ecuador,local_power_company,local_power_company,yes,nan,nan,greenfield,elienergy,agfoli
san_bartolo,hydropower,ecuador,49.95,in_operation,hidrosanbartolo_sa,1.0,1.0,ecuador,local_power_company,local_power_company,no_information_available,multilateral_development_bank_multilateral_development_bank_commercial_bank,nan,greenfield,hidrosanbartolo_sa,k55q0b
sinop,hydropower,brazil,402.0,in_operation,edf_norte_fluminense,0.33,1.0,france,international_utility,international_utility,yes,domestic_development_bankfund,nan,partial_change_in_equity,edf,fzhx32
yuncan,hydropower,peru,134.0,in_operation,engie_energia_peru,1.0,1.0,france,international_utility,international_utility,yes,foreign_development_bankfund,nan,greenfield,engie,d7jqqm
jirau,hydropower,brazil,3750.0,in_operation,engie,0.4,0.4,france,international_utility,international_utility,yes,domestic_development_bankfund_commercial_bank_commercial_bank_commercial_bank_commercial_bank_commercial_bank,nan,partial_change_in_equity,engie,iqvvxs
rondon_ii,hydropower,brazil,73.5,in_operation,eletrogoes_sa,1.0,1.0,germany,other,other,yes,nan,nan,greenfield,eletrogoes_sa,nyedqr
chimay,hydropower,peru,153.0,in_operation,chinango_sac,1.0,1.0,italy,international_utility,international_utility,yes,nan,nan,greenfield,chinango_sac,dh0oy7
curibamba,hydropower,peru,194.0,under_construction,enel_generacion_piura,1.0,1.0,italy,international_utility,international_utility,yes,nan,nan,greenfield,enel,nsxdcv
salto_apiacas,hydropower,brazil,45.0,in_operation,enel_green_power_brasil_participacoes,1.0,1.0,italy,international_utility,international_utility,yes,domestic_development_bankfund,nan,greenfield,enel,clsznx
veracruz,hydropower,peru,635.0,permitting,compania_energetica_veracruz,1.0,1.0,italy,international_utility,international_utility,yes,nan,nan,greenfield,compania_energetica_veracruz,gnd3gi
yanango,hydropower,peru,40.0,in_operation,chinango_sac,1.0,1.0,italy,international_utility,international_utility,yes,nan,nan,greenfield,chinango_sac,3vikyb
jirau,hydropower,brazil,3750.0,in_operation,mitsui__co,0.2,0.2,japan,other,other,yes,domestic_development_bankfund_commercial_bank_commercial_bank_commercial_bank_commercial_bank_commercial_bank,nan,partial_change_in_equity,mitsui__co,gcvr7h
mal_paso,hydropower,peru,54.0,in_operation,statkraft,1.0,1.0,norway,soe,stateowned_enterprise,yes,nan,nan,greenfield,statkraft,es8x8e
yaupi,hydropower,peru,112.0,in_operation,statkraft,1.0,1.0,norway,soe,stateowned_enterprise,yes,nan,nan,mergeracquisition,statkraft,z062du
angel_i_ii_iii,hydropower,peru,60.0,in_operation,generadora_de_energia_del_peru,1.0,1.0,peru,local_power_company,local_power_company,yes,nan,nan,greenfield,generadora_de_energia_del_peru,8agxkf
ccollpani,hydropower,peru,49.7,permitting,empresa_de_generacion_electrica_ccollpani,1.0,1.0,peru,local_power_company,local_power_company,yes,nan,nan,greenfield,empresa_de_generacion_electrica_ccollpani,o4pc4o
cerro_del_aguila,hydropower,peru,525.0,in_operation,cerro_del_aguila_sa,1.0,1.0,peru,international_utility,international_utility,yes,nan,nan,mergeracquisition,cerro_del_aguila_sa,oc4ybr
huaji,hydropower,bolivia,30.1,in_operation,compania_boliviana_de_energia_electrica,1.0,1.0,peru,international_utility,international_utility,yes,nan,nan,greenfield,compania_boliviana_de_energia_electrica,zyjuw3
la_virgen,hydropower,peru,86.0,under_construction,peruana_de_energia,0.35,0.35,peru,local_power_company,local_power_company,yes,multilateral_development_bank_commercial_bank_foreign_development_bankfund,nan,partial_change_in_equity,peruana_de_energia,3s5tqk
machu_picchu,hydropower,peru,189.0,in_operation,empresa_de_generacion_electrica_machupicchu,1.0,1.0,peru,local_power_company,local_power_company,yes,nan,nan,greenfield,corporacion_fonafe,aj7kn5
restitucion,hydropower,peru,210.0,in_operation,empresa_electricidad_del_peru_electroperu,1.0,1.0,peru,soe,stateowned_enterprise,yes,nan,nan,greenfield,corporacion_fonafe,9qyjqp
san_gaban_original__ii,hydropower,peru,220.0,in_operation,empresa_de_generacion_electrica_san_gaban,1.0,1.0,peru,local_power_company,local_power_company,yes,foreign_development_bankfund_multilateral_development_bank,nan,greenfield,corporacion_fonafe,tahgdy
santiago_antunez_de_mayolo_mantaro,hydropower,peru,798.0,in_operation,empresa_electricidad_del_peru_electroperu,1.0,1.0,peru,soe,stateowned_enterprise,yes,nan,nan,greenfield,corporacion_fonafe,pkjjtj
tingo_i_ii_iii,hydropower,peru,406.0,permitting,energoret_sac,1.0,1.0,peru,other,other,yes,nan,nan,greenfield,energoret_sac,3bpb8y
tulumayo_v,hydropower,peru,83.2,under_construction,egejunin_tulumayo_v_sac,1.0,1.0,peru,other,other,yes,nan,nan,greenfield,egejunin_tulumayo_v_sac,w3mc02
upamayo,hydropower,peru,556.0,in_operation,centromin_peru,1.0,1.0,peru,other,other,yes,nan,nan,greenfield,centromin_peru,nfvlco
santa_maria,hydropower,peru,750.0,permitting,energia_azul,0.5,0.5,peru,local_power_company,local_power_company,yes,nan,nan,greenfield,energia_azul,spyh2x
cachoeira_caldeirao,hydropower,brazil,219.0,in_operation,edp_brasil,0.5,0.5,portugal,international_utility,international_utility,yes,nan,nan,partial_change_in_equity,edp,mbzi4e
san_gaban_expansion_i_iii_iv,hydropower,peru,611.8,under_construction,hydro_global_peru_ctg_and_edp,0.5,0.5,portugal,international_utility,international_utility,yes,foreign_development_bankfund_multilateral_development_bank,nan,greenfield,hydro_global_peru_ctg_and_edp,1idrwd
santo_antonio_do_jari,hydropower,brazil,373.3,in_operation,edp_brasil,0.5,0.5,portugal,international_utility,international_utility,yes,domestic_development_bankfund,nan,partial_change_in_equity,edp,qdgpyx
sao_manoel,hydropower,brazil,700.0,in_operation,edp_brasil,0.33,0.33,portugal,international_utility,international_utility,yes,domestic_development_bankfund,nan,partial_change_in_equity,edp,nqaoxh
misicuni,hydropower,bolivia,185.5,in_operation,korea_electric_power_corp,0.5,0.0,south_korea,soe,stateowned_enterprise,no,multilateral_development_bank_multilateral_development_bank,nan,greenfield,korea_electric_power_corp,fsrxq3
dardanelos,hydropower,brazil,261.0,in_operation,neoenergia,0.51,0.51,spain,international_utility,international_utility,yes,nan,nan,greenfield,neoenergia,fvz30h
huallaga_i,hydropower,peru,392.0,permitting,central_hidroelectrica_huallaga_hydro,1.0,1.0,spain,international_utility,international_utility,yes,nan,nan,greenfield,central_hidroelectrica_huallaga_hydro,p8dcpr
belo_monte,hydropower,brazil,11233.0,in_operation,neoenergia,0.1,0.1,spain,international_utility,international_utility,yes,investment_bank_commercial_bank_domestic_development_bankfund,nan,partial_change_in_equity,neoenergia,uqt3pd
teles_pires,hydropower,brazil,1820.0,in_operation,neoenergia,0.501,0.501,spain,international_utility,international_utility,yes,domestic_development_bankfund,nan,greenfield,neoenergia,da361j
afobaka_brokopondo,hydropower,suriname,190.0,in_operation,staatsolie_power_company_suriname,1.0,1.0,suriname,soe,stateowned_enterprise,yes,nan,nan,full_asset_transaction,staatsolie,dlssun
anto_ruiz,hydropower,peru,243.5,under_construction,nueva_esperanza_hydro,1.0,1.0,usa,other,other,yes,nan,nan,greenfield,nueva_esperanza_hydro,ov0quk
caruachi_francisco_de_miranda,hydropower,venezuela,2196.0,in_operation,electrificacion_del_caroni,1.0,1.0,venezuela,soe,stateowned_enterprise,yes,multilateral_development_bank_multilateral_development_bank,nan,greenfield,cvg,wtvza1
guri_simon_bolivar_raul_leoni_dam,hydropower,venezuela,10200.0,in_operation,electrificacion_del_caroni,1.0,1.0,venezuela,soe,stateowned_enterprise,yes,multilateral_development_bank_multilateral_development_bank_multilateral_development_bank,nan,greenfield,cvg,llhdrb
macagua_i_ii_iii,hydropower,venezuela,3268.0,in_operation,electrificacion_del_caroni,1.0,1.0,venezuela,soe,stateowned_enterprise,yes,multilateral_development_bank_multilateral_development_bank,nan,greenfield,cvg,exvbeg
block_56,oil_gas,peru,,in_production,sonatrach_peru_corporation,0.1,0.1,algeria,noc,national_oil_company,yes,nan,nan,greenfield,sonatrach,gydycp
block_88,oil_gas,peru,,in_production,sonatrach_peru_corporation,0.1,0.1,algeria,noc,national_oil_company,yes,nan,nan,greenfield,sonatrach,zry7xs
block_10_villano,oil_gas,ecuador,,in_production,pluspetrol_ecuador,1.0,1.0,argentina,international_ep,international_ep,yes,nan,nan,full_asset_transaction,pluspetrol,gyio15
block_56,oil_gas,peru,,in_production,pluspetrol,0.272,0.272,argentina,international_ep,international_ep,yes,nan,nan,greenfield,pluspetrol,cmndef
block_56,oil_gas,peru,,in_production,tecpetrol_bloque_56,0.1,0.1,argentina,international_ep,international_ep,yes,nan,nan,greenfield,tecpetrol,dhhaan
block_64_palanda_yuca_sur,oil_gas,ecuador,,in_production,petroriva,0.4,0.4,argentina,international_ep,international_ep,yes,nan,nan,greenfield,petroriva,lk9g51
block_65_pindo,oil_gas,ecuador,,in_production,petroriva,0.4,0.4,argentina,international_ep,international_ep,yes,nan,nan,greenfield,petroriva,whle90
block_88,oil_gas,peru,,in_production,pluspetrol,0.272,0.272,argentina,international_ep,international_ep,yes,nan,nan,greenfield,pluspetrol,qjuiwq
block_88,oil_gas,peru,,in_production,tecpetrol_bloque_56,0.1,0.1,argentina,international_ep,international_ep,yes,nan,nan,greenfield,tecpetrol,ncrjgy
block_lviii,oil_gas,peru,,in_exploration,ypf_ep_peru,1.0,1.0,argentina,noc,national_oil_company,yes,nan,nan,greenfield,ypf,9dcsjc
block_lxix,oil_gas,peru,,in_exploration,ypf_ep_peru,1.0,1.0,argentina,noc,national_oil_company,yes,nan,nan,greenfield,ypf,aahrci
charagua,oil_gas,bolivia,,in_exploration,ypf_bolivia,1.0,1.0,argentina,noc,national_oil_company,yes,nan,nan,greenfield,ypf,ppocuw
cpo_13,oil_gas,colombia,,in_production,tecpetrol_colombia,1.0,1.0,argentina,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,tecpetrol,0wz1z3
curiche,oil_gas,bolivia,,in_exploration,pluspetrol_bolivia_corporation,1.0,1.0,argentina,international_ep,international_ep,yes,nan,nan,greenfield,pluspetrol,bbtamx
put_12,oil_gas,colombia,,in_exploration,pluspetrol,0.4,0.0,argentina,international_ep,international_ep,no,nan,nan,greenfield,pluspetrol,hbxltt
rio_seco,oil_gas,bolivia,,in_production,pluspetrol_bolivia_corporation,1.0,1.0,argentina,international_ep,international_ep,yes,nan,nan,greenfield,pluspetrol,pq3kzq
tacobo,oil_gas,bolivia,,in_production,pluspetrol_bolivia_corporation,1.0,1.0,argentina,international_ep,international_ep,yes,nan,nan,greenfield,pluspetrol,559jxe
tajibo,oil_gas,bolivia,,in_exploration,pluspetrol_bolivia_corporation,1.0,1.0,argentina,international_ep,international_ep,yes,nan,nan,greenfield,pluspetrol,pez7hs
block_28,oil_gas,ecuador,,in_exploration,empresa_estatal_unitaria_union_de_empresas_productoras_belorusneft,0.07,0.0,belarus,noc,national_oil_company,no,nan,nan,greenfield,empresa_estatal_unitaria_union_de_empresas_productoras_belorusneft,1chdft
amboro_espejos_norte1,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,cmez8i
amboro_espejos_norte2,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,14xvbp
arroyo_negro,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,unbes3
boqueron,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,sfhbep
bulo_bulo,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,ebaloh
camiri,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,spdbjs
campo_san_ignacio,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,z5ibn4
campo_santa_rosa,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,nyyxyi
carohuaicho_8a,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,x94f7m
carohuaicho_8b,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,d0oukv
carohuaicho_8d,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,9dz52n
carrasco,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,vztpog
cascabel,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,xqqyla
cedro,oil_gas,bolivia,,in_exploration,ypfb,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,rhxvzo
chimore_i,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,dkipul
cobra,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,xyvue0
colorado,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,rgb3df
colorado_sur,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,toclvr
colpa__caranda,oil_gas,bolivia,,in_production,ypfb,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,full_asset_transaction,ypfb,erht8n
el_dorado,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,ceosau
enconada,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,ixj2ws
guairuy,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,sfgbhp
humberto_suarez_roca,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,joo4xl
isarsama,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,yj3t6d
junin,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,d05rgy
junin_sur,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,mghnur
kanata_norte,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,exta4x
katari,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,89wm5n
lliquimuni,oil_gas,bolivia,,in_exploration,ypfb,0.6,0.6,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,nnjouk
los_cusis,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,2x98rv
los_penocos,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,p09qq0
madidi,oil_gas,bolivia,,in_exploration,ypfb,0.5,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,pvv5og
montecristo,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,yc46k2
oriental,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,0wyycg
palacios,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,ikgu1m
palometas_nw,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,0cquip
patuju,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,zvkriz
patujusal,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,02ldjh
percheles,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,hzrrfo
puerto_palos,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,rtqal4
rio_grande,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,wiaduq
san_miguel,oil_gas,bolivia,,in_exploration,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,hqy1yt
santa_rosa,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,ge0cz7
santa_rosa_west,oil_gas,bolivia,,in_production,ypfb_chaco,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,mxsuqd
sirari,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,nsyiov
tatarenda,oil_gas,bolivia,,in_production,matpetrol,1.0,1.0,bolivia,other,other,yes,nan,nan,greenfield,matpetrol,kms4us
vibora,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,ve5ryf
warnes,oil_gas,bolivia,,in_exploration,canadian_energy_enterprises_cee_srl,1.0,1.0,bolivia,local_ep,local_ep,yes,nan,nan,greenfield,canadian_energy_enterprises_cee_srl,afvau1
yapacani,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,0b6lsb
yarara,oil_gas,bolivia,,in_exploration,ypfb,1.0,1.0,bolivia,noc,national_oil_company,yes,nan,nan,greenfield,ypfb,alkcms
act8,oil_gas,brazil,,in_exploration,petroleo_brasileiro_petrobras,1.0,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,vbajlx
amt84,oil_gas,brazil,,in_exploration,petroleo_brasileiro_petrobras,0.6,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,ofwicp
ba3_azulao,oil_gas,brazil,,in_exploration,parnaiba_gas_natural,1.0,1.0,brazil,local_ep,local_ep,yes,nan,nan,greenfield,parnaiba_gas_natural,gwlqnc
bsol5_araracanga,oil_gas,brazil,,in_production,petroleo_brasileiro_petrobras,1.0,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,veycyq
crp_carapanauba,oil_gas,brazil,,in_production,petroleo_brasileiro_petrobras,1.0,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,keaxna
cup_cupiuba,oil_gas,brazil,,in_production,petroleo_brasileiro_petrobras,1.0,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,qg45hh
gaviao_tesoura,oil_gas,brazil,,in_exploration,eneva,1.0,1.0,brazil,local_ep,local_ep,yes,nan,nan,greenfield,eneva,dsxaok
jr_jurua,oil_gas,brazil,,in_production,petroleo_brasileiro_petrobras,1.0,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,qjsbpa
luc_leste_do_urucu,oil_gas,brazil,,in_production,petroleo_brasileiro_petrobras,1.0,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,scu67u
pnt47,oil_gas,brazil,,in_exploration,eneva,1.0,1.0,brazil,local_ep,local_ep,yes,nan,nan,greenfield,eneva,bjyi8h
pnt48a,oil_gas,brazil,,in_exploration,eneva,1.0,1.0,brazil,local_ep,local_ep,yes,nan,nan,greenfield,eneva,obqis4
pnt49,oil_gas,brazil,,in_exploration,eneva,1.0,1.0,brazil,local_ep,local_ep,yes,nan,nan,mergeracquisition,eneva,ljn2vw
pnt65,oil_gas,brazil,,in_exploration,ouro_preto_oleo_e_gas,1.0,1.0,brazil,local_ep,local_ep,yes,nan,nan,greenfield,ouro_preto_oleo_e_gas,iyf9rh
pnt66,oil_gas,brazil,,in_exploration,eneva,1.0,1.0,brazil,local_ep,local_ep,yes,nan,nan,greenfield,eneva,u8rqkv
ruc_rio_ucuru,oil_gas,brazil,,in_production,petroleo_brasileiro_petrobras,1.0,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,2hwe8k
solt171_arara_azul,oil_gas,brazil,,in_production,petroleo_brasileiro_petrobras,1.0,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,0yvwk1
suc_sudoeste_urucu,oil_gas,brazil,,in_production,petroleo_brasileiro_petrobras,1.0,1.0,brazil,noc,national_oil_company,yes,nan,nan,greenfield,petroleo_brasileiro_petrobras,kuljoe
achapo,oil_gas,colombia,,in_exploration,canacol_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,canacol_energy,tgxkt3
alea_1848_a,oil_gas,colombia,,in_exploration,gran_tierra_energy,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,gran_tierra_energy,ytp8qy
alea_1947_c,oil_gas,colombia,,in_exploration,gran_tierra_energy_colombia,1.0,0.0,canada,international_ep,international_ep,no,nan,nan,greenfield,gran_tierra_energy,ndijfg
berbice,oil_gas,guyana,,in_exploration,on_energy_inc,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,on_energy_inc,kkhb4w
block_192,oil_gas,peru,,in_production,frontera_energy,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,frontera_energy,0pa5tg
block_50_charapa,oil_gas,ecuador,,in_exploration,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,rkwbbt
block_51_chanangue,oil_gas,ecuador,,in_exploration,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,hvoegf
block_88_perico,oil_gas,ecuador,,in_exploration,frontera_energy,0.5,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,frontera_energy,3dhm1z
block_89_iguana,oil_gas,ecuador,,in_exploration,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,izb2hc
cag_5,oil_gas,colombia,,in_production,frontera_energy_colombia,0.5,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,frontera_energy,rqfiom
cag_6,oil_gas,colombia,,in_exploration,frontera_energy_colombia,0.6,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,frontera_energy,e0xnza
chaza,oil_gas,colombia,,in_production,gran_tierra_energy,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,mergeracquisition,gran_tierra_energy,dvxucj
cpe_6,oil_gas,colombia,,in_production,frontera_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,frontera_energy,cgrehy
