project_name,sector_type,country,installed_capacity_mw,operational_status,owner,equity_stake_owner,equity_stake_operator,country_of_company_hq,company_type,company_type_for_label,is_operator,lender_type,substances,deal_type,parent_org,pid
guayuyaco_santana_ady,oil_gas,colombia,,in_production,gran_tierra_energy_colombia,0.5,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,pxgeb8
nancyburdinemaxine,oil_gas,colombia,,in_production,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,full_asset_transaction,gran_tierra_energy,fyphkc
ombu,oil_gas,colombia,,in_production,arrow_exploration_corp,0.5,0.0,canada,international_ep,international_ep,no,nan,nan,mergeracquisition,arrow_exploration_corp,bgqm9l
orito,oil_gas,colombia,,in_production,frontera_energy,0.5,0.0,canada,international_ep,international_ep,no,nan,nan,greenfield,frontera_energy,vmtbpc
portofino,oil_gas,colombia,,in_exploration,canacol_energy,0.6,1.0,canada,international_ep,international_ep,yes,nan,nan,full_asset_transaction,canacol_energy,uqr5fl
portofino,oil_gas,colombia,,in_exploration,frontera_energy,0.4,0.0,canada,international_ep,international_ep,no,nan,nan,full_asset_transaction,frontera_energy,emsjvq
put_1,oil_gas,colombia,,in_production,gran_tierra_energy_colombia,0.55,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,ylbx9u
put_10,oil_gas,colombia,,suspended,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,mm46ns
put_2,oil_gas,colombia,,suspended,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,mergeracquisition,gran_tierra_energy,xboa9v
put_21,oil_gas,colombia,,in_exploration,gran_tierra_energy,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,1lrvr3
put_25,oil_gas,colombia,,in_exploration,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,jnwayu
put_31,oil_gas,colombia,,in_exploration,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,gmoh5v
put_33,oil_gas,colombia,,in_exploration,gran_tierra_energy,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,lwoayv
put_4,oil_gas,colombia,,in_exploration,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,mm7oap
put_7,oil_gas,colombia,,in_production,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,mergeracquisition,gran_tierra_energy,nay87j
putumayo_piedemonte_norte,oil_gas,colombia,,in_exploration,gran_tierra_energy,0.7,1.0,canada,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,gran_tierra_energy,ocqbyu
putumayo_piedemonte_sur,oil_gas,colombia,,in_exploration,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,gran_tierra_energy,lhudma
rio_ariari,oil_gas,colombia,,in_exploration,petrominerales_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,petrominerales_colombia,ejusng
sangretoro,oil_gas,colombia,,in_exploration,shona_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,greenfield,shona_energy_colombia,0nszza
santana,oil_gas,colombia,,in_production,gran_tierra_energy_colombia,1.0,1.0,canada,international_ep,international_ep,yes,nan,nan,full_asset_transaction,gran_tierra_energy,xesbff
suroriente,oil_gas,colombia,,in_production,suroco_energy,0.158,0.0,canada,international_ep,international_ep,no,nan,nan,partial_change_in_equity,suroco_energy,xbjvku
tinigua,oil_gas,colombia,,suspended,frontera_energy_colombia,0.5,1.0,canada,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,frontera_energy,ap9znk
tinigua,oil_gas,colombia,,suspended,gran_tierra_energy_colombia,0.5,0.0,canada,international_ep,international_ep,no,nan,nan,partial_change_in_equity,gran_tierra_energy,ykjvpm
andaquies,oil_gas,colombia,,in_exploration,geopark,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,mergeracquisition,geopark,odvoar
block_28,oil_gas,ecuador,,in_exploration,eop_operaciones_petroleras,0.42,1.0,chile,noc,national_oil_company,yes,nan,nan,greenfield,eop_operaciones_petroleras,ohgkil
block_46_mdc,oil_gas,ecuador,,in_production,enap_sipetrol,1.0,1.0,chile,noc,national_oil_company,yes,nan,nan,greenfield,enap_sipetrol,okd23t
block_47_pbhi,oil_gas,ecuador,,in_production,enap_sipetrol,1.0,1.0,chile,noc,national_oil_company,yes,nan,nan,greenfield,enap_sipetrol,xrqgdb
block_64_block_morona,oil_gas,peru,,suspended,geopark,0.75,0.0,chile,international_ep,international_ep,no,nan,nan,greenfield,geopark,iemtfb
block_88_perico,oil_gas,ecuador,,in_exploration,geopark,0.5,0.0,chile,international_ep,international_ep,no,nan,nan,greenfield,geopark,p75zcq
block_92_espejo,oil_gas,ecuador,,in_exploration,geopark_peru,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,greenfield,geopark,cpnr6x
coati,oil_gas,colombia,,in_production,geopark,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,mergeracquisition,geopark,gxkban
los_picachos,oil_gas,colombia,,in_exploration,geopark_colombia,1.0,0.0,chile,international_ep,international_ep,no,nan,nan,greenfield,geopark,ic3zxc
macaya,oil_gas,colombia,,in_exploration,geopark_colombia,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,full_asset_transaction,geopark,19ular
mecaya,oil_gas,colombia,,in_exploration,geopark,0.5,1.0,chile,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,geopark,y9fjpr
platanillo,oil_gas,colombia,,in_production,amerisur_resources,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,greenfield,amerisur,twjbxr
put_12,oil_gas,colombia,,in_exploration,amerisur_resources,0.0,1.0,chile,international_ep,international_ep,yes,nan,nan,greenfield,amerisur,ac58yq
put_12,oil_gas,colombia,,in_exploration,geopark,0.6,0.0,chile,international_ep,international_ep,no,nan,nan,greenfield,geopark,rrfoud
put_14,oil_gas,colombia,,in_exploration,amerisur_resources,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,full_asset_transaction,amerisur,gsy1tr
put_30,oil_gas,colombia,,in_exploration,amerisur_exploracion_colombia,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,greenfield,amerisur,m0ijgo
put_36,oil_gas,colombia,,in_exploration,amerisur_exploracion_colombia,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,greenfield,amerisur,sm0iyx
put_8,oil_gas,colombia,,in_exploration,amerisur_resources,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,full_asset_transaction,amerisur,3i4qzy
put_9,oil_gas,colombia,,in_exploration,amerisur_exploracion_colombia,0.5,1.0,chile,international_ep,international_ep,yes,nan,nan,greenfield,amerisur,mfyrlw
tacacho,oil_gas,colombia,,in_exploration,amerisur_exploracion_colombia,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,amerisur,nxhiud
terecay,oil_gas,colombia,,in_exploration,amerisur_exploracion_colombia,1.0,1.0,chile,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,amerisur,lfllmy
block_14_nantu,oil_gas,ecuador,,in_production,petrooriental,1.0,1.0,china,noc,national_oil_company,yes,nan,nan,greenfield,petrooriental,ws7qgw
block_16_iro,oil_gas,ecuador,,in_production,amodaimi_oil_co,0.2,0.0,china,noc,national_oil_company,no,nan,nan,partial_change_in_equity,amodaimi_oil_co,eat5sc
block_16_iro,oil_gas,ecuador,,in_production,crs_resources_ecuador,0.14,0.0,china,noc,national_oil_company,no,nan,nan,partial_change_in_equity,crs_resources,wyg9wp
block_17_hormiguero,oil_gas,ecuador,,in_production,petrooriental,0.5,0.5,china,noc,national_oil_company,yes,nan,nan,greenfield,petrooriental,ksv1te
block_57,oil_gas,peru,,in_production,petrochina,0.4616,0.0,china,noc,national_oil_company,no,nan,nan,greenfield,petrochina,z2afoa
block_58,oil_gas,peru,,in_production,china_national_petroleum_corporation_cnpc,1.0,1.0,china,noc,national_oil_company,yes,nan,nan,mergeracquisition,china_national_petroleum_corporation_cnpc,tt45um
block_62_tarapoa,oil_gas,ecuador,,in_production,andes_petroleum_ecuador,1.0,1.0,china,noc,national_oil_company,yes,nan,nan,full_asset_transaction,andes_petroleum_ecuador,qqho3d
block_79,oil_gas,ecuador,,suspended,andes_petroleum_ecuador,1.0,1.0,china,noc,national_oil_company,yes,nan,nan,greenfield,andes_petroleum_ecuador,18hctl
block_8,oil_gas,peru,,in_production,china_national_petroleum_corporation_cnpc,0.27,0.27,china,noc,national_oil_company,yes,nan,nan,greenfield,china_national_petroleum_corporation_cnpc,fvuznt
block_83,oil_gas,ecuador,,suspended,andes_petroleum_ecuador,1.0,1.0,china,noc,national_oil_company,yes,nan,nan,greenfield,andes_petroleum_ecuador,szggap
ceiba,oil_gas,colombia,,in_exploration,emerald_energy,1.0,1.0,china,noc,national_oil_company,yes,nan,nan,greenfield,emerald_energy,0d43ad
durillo,oil_gas,colombia,,in_production,emerald_energy,1.0,1.0,china,noc,national_oil_company,yes,nan,nan,greenfield,emerald_energy,2ywlwl
maranta,oil_gas,colombia,,in_production,emerald_energy,1.0,1.0,china,noc,national_oil_company,yes,nan,nan,greenfield,emerald_energy,kmsozi
nogal,oil_gas,colombia,,in_exploration,emerald_energy,1.0,1.0,china,noc,national_oil_company,yes,nan,nan,greenfield,emerald_energy,3cbpyr
ombu,oil_gas,colombia,,in_production,emerald_energy,0.5,1.0,china,noc,national_oil_company,yes,nan,nan,mergeracquisition,emerald_energy,5glale
alea_1947_c,oil_gas,colombia,,in_exploration,vetra_exploracion_y_produccion,0.0,1.0,colombia,local_ep,local_ep,yes,nan,nan,greenfield,vetra_exploracion_y_produccion,xyugu8
area_occidental,oil_gas,colombia,,in_production,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,zzhuoj
area_sur,oil_gas,colombia,,in_production,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,668niy
cpe_8,oil_gas,colombia,,in_exploration,empresa_colombiana_de_petroleos_ecopetrol,0.5,0.0,colombia,noc,national_oil_company,no,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,stsyav
cpo_16,oil_gas,colombia,,in_exploration,hocol_sa,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,hocol_sa,ibcidn
cpo_17,oil_gas,colombia,,in_exploration,hocol_sa,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,hocol_sa,8isrcy
guayuyaco_santana_ady,oil_gas,colombia,,in_production,empresa_colombiana_de_petroleos_ecopetrol,0.5,0.0,colombia,noc,national_oil_company,no,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,qwxcbi
hobo,oil_gas,colombia,,in_production,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,iywig8
los_picachos,oil_gas,colombia,,in_exploration,hupecol_operating_co,0.0,1.0,colombia,local_ep,local_ep,yes,nan,nan,greenfield,hupecol_operating_co,s5ga6m
nororiente,oil_gas,colombia,,in_production,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,9mnqfk
orito,oil_gas,colombia,,in_production,empresa_colombiana_de_petroleos_ecopetrol,0.5,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,s4lsy0
provincia_p_norte,oil_gas,colombia,,in_production,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,xrurfq
puli,oil_gas,colombia,,in_production,hocol_sa,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,hocol_sa,1c5ez2
put_13,oil_gas,colombia,,in_exploration,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,bsb1tt
put_6,oil_gas,colombia,,in_exploration,petro_caribbean_resources,1.0,1.0,colombia,local_ep,local_ep,yes,nan,nan,greenfield,petro_caribbean_resources,kzojxm
rio_chitamena,oil_gas,colombia,,in_production,equion_energia,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,equion_energia,o4rcdx
samichay_a,oil_gas,colombia,,in_exploration,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,r21vow
samichay_b,oil_gas,colombia,,in_exploration,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,qjfnap
santa_clara,oil_gas,colombia,,in_production,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,ngmgxj
suroriente,oil_gas,colombia,,in_production,empresa_colombiana_de_petroleos_ecopetrol,0.48,1.0,colombia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,empresa_colombiana_de_petroleos_ecopetrol,rv38ti
suroriente,oil_gas,colombia,,in_production,vetra_exploracion_y_produccion,0.362,0.0,colombia,local_ep,local_ep,no,nan,nan,partial_change_in_equity,vetra_exploracion_y_produccion,w8dnwa
upar,oil_gas,colombia,,in_exploration,empresa_colombiana_de_petroleos_ecopetrol,1.0,1.0,colombia,noc,national_oil_company,yes,nan,nan,greenfield,empresa_colombiana_de_petroleos_ecopetrol,gewx9w
yd_put_1,oil_gas,colombia,,in_exploration,mompos_oil_company_inc,1.0,1.0,colombia,local_ep,local_ep,yes,nan,nan,greenfield,mompos_oil_company_inc,zuodd7
block_11_lumbaqui,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,7adusi
block_12_eden_yuturi,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,dapglg
block_15_indillana,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,bqt3qt
block_18_palo_azul,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,fhm0ll
block_21_yuralpa,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,yww1x6
block_28,oil_gas,ecuador,,in_exploration,petroamazonas_ep,0.51,0.0,ecuador,noc,national_oil_company,no,nan,nan,greenfield,petroamazonas_ep,qxzmgy
block_31_apaika_nenke,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,si7cii
block_43_itt,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,jjigpe
block_44_pucuna,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,ixmxml
block_45_puma,oil_gas,ecuador,,in_production,campo_puma_oriente,0.9,0.9,ecuador,local_ep,local_ep,yes,nan,nan,greenfield,campo_puma_oriente,fybw4c
block_48_punino,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,y84z16
block_49_bermejo,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,ldsqz4
block_55_armadillo,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,ioo1o2
block_56_lago_agrio,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,f43bey
block_57_shushufindi_libertador,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,full_asset_transaction,petroamazonas_ep,jepq46
block_58_cuyabeno_tipishca,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,lxxkzx
block_59_vinita,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,0.0,ecuador,noc,national_oil_company,no,nan,nan,greenfield,petroamazonas_ep,nayi7b
block_59_vinita,oil_gas,ecuador,,in_production,triboilgas,0.0,1.0,ecuador,other,other,yes,nan,nan,greenfield,triboilgas,dhsoax
block_60_sacha,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,v1048e
block_61_auca,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,aenh7a
block_64_palanda_yuca_sur,oil_gas,ecuador,,in_production,compania_sudamericana_de_fosforos_del_ecuador_fosforocomp,0.1,0.1,ecuador,local_ep,local_ep,yes,nan,nan,greenfield,compania_sudamericana_de_fosforos_del_ecuador_fosforocomp,cruu2l
block_64_palanda_yuca_sur,oil_gas,ecuador,,in_production,petroleos_sudamericanos_del_ecuador_petrolamerec,0.5,0.5,ecuador,local_ep,local_ep,yes,nan,nan,greenfield,petroleos_sudamericanos_del_ecuador_petrolamerec,0wgfur
block_65_pindo,oil_gas,ecuador,,in_production,compania_sudamericana_de_fosforos_del_ecuador_fosforocomp,0.1,0.1,ecuador,local_ep,local_ep,yes,nan,nan,greenfield,compania_sudamericana_de_fosforos_del_ecuador_fosforocomp,fjwnci
block_65_pindo,oil_gas,ecuador,,in_production,petroleos_sudamericanos_del_ecuador_petrolamerec,0.5,0.5,ecuador,local_ep,local_ep,yes,nan,nan,greenfield,petroleos_sudamericanos_del_ecuador_petrolamerec,cozw2p
block_66_tiguino,oil_gas,ecuador,,in_production,petrobell_incgrantmining_sa,1.0,1.0,ecuador,local_ep,local_ep,yes,nan,nan,greenfield,petrobell_incgrantmining_sa,3rqp1c
block_7_coca_payamino,oil_gas,ecuador,,in_production,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,agooy4
block_74,oil_gas,ecuador,,in_exploration,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,qhkv2c
block_75,oil_gas,ecuador,,in_exploration,petroamazonas_ep,1.0,1.0,ecuador,noc,national_oil_company,yes,nan,nan,greenfield,petroamazonas_ep,koknzz
block_90_sahino,oil_gas,ecuador,,in_exploration,petroleos_sudamericanos_del_ecuador_petrolamerec,1.0,1.0,ecuador,local_ep,local_ep,yes,nan,nan,greenfield,petroleos_sudamericanos_del_ecuador_petrolamerec,degacq
block_91_araza_este,oil_gas,ecuador,,in_exploration,petroleos_sudamericanos_del_ecuador_petrolamerec,1.0,1.0,ecuador,local_ep,local_ep,yes,nan,nan,greenfield,petroleos_sudamericanos_del_ecuador_petrolamerec,bthbyd
block_39,oil_gas,peru,,suspended,reliance_exploration__production_peru,0.1,0.0,india,international_ep,international_ep,no,nan,nan,full_asset_transaction,reliance_exploration__production_peru,y2fajk
punta_pescador,oil_gas,venezuela,,in_exploration,eni_lasmo_plc,0.4,1.0,italy,ioc,international_oil_company,yes,nan,nan,greenfield,eni_lasmo_plc,1ddn9h
block_31c,oil_gas,peru,,in_production,aguaytia_energy_del_peru,1.0,1.0,peru,local_ep,local_ep,yes,nan,nan,full_asset_transaction,aguaytia_energy_del_peru,iib4b0
block_39,oil_gas,peru,,suspended,pvep_peru,0.35,0.0,vietnam,international_ep,international_ep,no,nan,nan,full_asset_transaction,pvep_peru,s8gybu
block_56,oil_gas,peru,,in_production,sk_innovation,0.176,0.176,south_korea,international_ep,international_ep,yes,nan,nan,greenfield,sk_innovation,x3gwyx
block_64_block_morona,oil_gas,peru,,suspended,petroleos_del_peru_petroperu,0.25,1.0,peru,noc,national_oil_company,yes,nan,nan,full_asset_transaction,corporacion_fonafe,skbl6m
block_8,oil_gas,peru,,in_production,sk_innovation,0.0833,0.0833,peru,local_ep,local_ep,yes,nan,nan,greenfield,sk_innovation,1n19ee
block_88,oil_gas,peru,,in_production,sk_innovation,0.176,0.176,peru,local_ep,local_ep,yes,nan,nan,greenfield,sk_innovation,2yev5i
amt84,oil_gas,brazil,,in_exploration,petrogal_brasil,0.4,0.0,portugal,international_ep,international_ep,no,nan,nan,greenfield,petrogal_brasil,ygprlf
madidi,oil_gas,bolivia,,in_exploration,gazprom,0.5,0.0,russia,noc,national_oil_company,no,nan,nan,greenfield,gazprom,6j2wq9
solt151,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,ixcg97
solt168,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,ihjq6z
solt169,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,mmy6vn
solt170,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,nzmgrx
solt174,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,evwqzd
solt191,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,u0ypa8
solt192,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,dccyvs
solt194,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,angqvo
solt197,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,cv0rrd
solt214,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,d2onpn
solt215,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,kyuyua
solt216,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,zyvm8l
solt217,oil_gas,brazil,,in_exploration,rosneft_brasil_ep,1.0,1.0,russia,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,rosneft_brasil_ep,hphjzy
block_52_ocano_pena_blanca,oil_gas,ecuador,,in_production,orion_energy_ocanopb,1.0,1.0,singapore,international_ep,international_ep,yes,nan,nan,greenfield,orion,kxocka
block_53_singue,oil_gas,ecuador,,in_production,gente_oil_ecuador_pte_ltd,1.0,1.0,singapore,international_ep,international_ep,yes,nan,nan,greenfield,gente_oil_ecuador_pte_ltd,zbflsb
block_54_enoron,oil_gas,ecuador,,in_production,orionoil_er_sa,1.0,1.0,singapore,international_ep,international_ep,yes,nan,nan,greenfield,orion,eis4yt
block_8,oil_gas,peru,,in_production,korea_national_oil_corporation,0.2,0.2,south_korea,noc,national_oil_company,yes,nan,nan,greenfield,korea_national_oil_corporation,3mpkys
block_8,oil_gas,peru,,in_production,posco_international,0.1167,0.1167,south_korea,other,other,yes,nan,nan,greenfield,posco_international,a5jcuz
palmar,oil_gas,bolivia,,in_exploration,dong_won_corporation,1.0,1.0,south_korea,other,other,yes,nan,nan,greenfield,dong_won_corporation,fetfwj
amboro_espejos_norte1,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb__isnt_this_bolivia_noc,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,r1mk54
amboro_espejos_norte2,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,pqk8va
arroyo_negro,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,uaj23x
block_103,oil_gas,peru,,in_exploration,repsol,1.0,1.0,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,asoyeo
block_131,oil_gas,peru,,in_production,compania_espanola_de_petroleos_cespa,1.0,1.0,spain,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,cepsa,k21kbp
block_16_iro,oil_gas,ecuador,,in_production,repsol_ecuador,0.35,1.0,spain,ioc,international_oil_company,yes,nan,nan,partial_change_in_equity,repsol,c18qgk
block_56,oil_gas,peru,,in_production,repsol,0.1,0.1,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,rmumbi
block_57,oil_gas,peru,,in_production,repsol,0.5384,1.0,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,6qqxbl
block_67_tivacuno,oil_gas,ecuador,,in_production,repsol_ecuador,1.0,1.0,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,6ts8wb
block_88,oil_gas,peru,,in_production,repsol,0.1,0.1,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,ieh1lr
block_lxiii,oil_gas,peru,,in_exploration,repsol_exploracion_guyana,1.0,1.0,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,5njrs0
boqueron,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,utsxw7
cag_5,oil_gas,colombia,,in_production,repsol,0.5,0.0,spain,ioc,international_oil_company,no,nan,nan,greenfield,repsol,selvdy
cag_6,oil_gas,colombia,,in_exploration,talisman_colombia_oil__gas,0.4,0.0,canada,international_ep,international_ep,no,nan,nan,greenfield,talisman_colombia_oil__gas,tcmy4j
cambeiti,oil_gas,bolivia,,in_production,repsol_ep_bolivia,1.0,1.0,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,rjrzp8
camiri,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,javftt
