project_name,latitude,longitude,sector_type,geometry
las_bambas,-14.0945,-72.2829,mining,POINT (-72.2829 -14.0945)
las_cristinas,7.545,-60.934,mining,POINT (-60.934 7.545)
las_huaquillas,-5.101389,-79.069444,mining,POINT (-79.069444 -5.101389)
liberdade,-6.61823,-51.9434,mining,POINT (-51.9434 -6.61823)
luna_greenfields,-1.38963,-45.9297,mining,POINT (-45.9297 -1.38963)
machado,0.566667,-69.666667,mining,POINT (-69.666667 0.566667)
mantaro,-11.9641,-75.3058,mining,POINT (-75.3058 -11.9641)
maravaia,-6.09576,-49.7036,mining,POINT (-49.7036 -6.09576)
maripa,4.443003,-52.3372,mining,POINT (-52.3372 4.443003)
marudi,2.320278,-59.0575,mining,POINT (-59.0575 2.320278)
matupa,-10.066,-54.9273,mining,POINT (-54.9273 -10.066)
merian,5.107187,-54.4512,mining,POINT (-54.4512 5.107187)
mineracao_paragominas,-3.26,-47.72,mining,POINT (-47.72 -3.26)
mirador,-3.57728,-78.4347,mining,POINT (-78.4347 -3.57728)
mirante_da_serra,-11.0829,-62.7101,mining,POINT (-62.7101 -11.0829)
mocoa,1.240212,-76.6482,mining,POINT (-76.6482 1.240212)
montagne_dor,4.461136,-53.5784,mining,POINT (-53.5784 4.461136)
montes_aureos,-2.51124,-46.1917,mining,POINT (-46.1917 -2.51124)
morabisi,6.366481,-59.4366,mining,POINT (-59.4366 6.366481)
ollachea,-13.7945,-70.494,mining,POINT (-70.494 -13.7945)
onca_puma,-6.57287,-51.0895,mining,POINT (-51.0895 -6.57287)
orquideascascas,-4.19357,-78.6235,mining,POINT (-78.6235 -4.19357)
pampa_colorada,-5.94573,-79.220502,mining,POINT (-79.220502 -5.94573)
pampa_verde,-6.369,-79.172,mining,POINT (-79.172 -6.369)
panantzasan_carlos,-3.154167,-78.449444,mining,POINT (-78.449444 -3.154167)
pantera,-6.66739,-50.9941,mining,POINT (-50.9941 -6.66739)
pebas,-6.76691,-50.6204,mining,POINT (-50.6204 -6.76691)
planalto,-6.19152,-50.5819,mining,POINT (-50.5819 -6.19152)
porvenir,-4.58626,-78.9589,mining,POINT (-78.9589 -4.58626)
quartzstone_gold_project,6.638017,-59.2342,mining,POINT (-59.2342 6.638017)
rhea,4.268986,-52.431,mining,POINT (-52.431 4.268986)
rio_blanco,-4.88277,-79.3555,mining,POINT (-79.3555 -4.88277)
rio_zarza,-3.73948,-78.5804,mining,POINT (-78.5804 -3.73948)
rioja,-5.950679,-77.322369,mining,POINT (-77.322369 -5.950679)
rosebel,5.082776,-55.15537,mining,POINT (-55.15537 5.082776)
s11d_carajas_serra_sul,-6.49544,-49.8729,mining,POINT (-49.8729 -6.49544)
saintelie,4.820943,-53.283636,mining,POINT (-53.283636 4.820943)
salinas_pilluana,-6.742,-76.267,mining,POINT (-76.267 -6.742)
salobo_i_ii_iii,-5.778,-50.521,mining,POINT (-50.521 -5.778)
salobo_west_project_i__ii,-6.04891,-50.8057,mining,POINT (-50.8057 -6.04891)
san_martin,-9.0,-76.0,mining,POINT (-76 -9)
san_simon,-13.654,-62.0567,mining,POINT (-62.0567 -13.654)
santa_helena,-10.7866,-55.1309,mining,POINT (-55.1309 -10.7866)
sao_chico,-5.17848,-55.8545,mining,POINT (-55.8545 -5.17848)
sao_jorge,-6.62862,-55.9452,mining,POINT (-55.9452 -6.62862)
saramacca,4.974291,-55.4887,mining,POINT (-55.4887 4.974291)
serra_pelada,-6.10915,-50.1413,mining,POINT (-50.1413 -6.10915)
siembra_minera,6.266411,-61.4941,mining,POINT (-61.4941 6.266411)
sosa_mendez_mine_reactivation,7.31786,-67.8136,mining,POINT (-67.8136 7.31786)
surubim,-8.67011,-55.5991,mining,POINT (-55.5991 -8.67011)
tarqui,-3.36199,-78.6526,mining,POINT (-78.6526 -3.36199)
tassawini,7.493834,-59.6673,mining,POINT (-59.6673 7.493834)
the_lost_citiescutucu,-2.40726,-77.8256,mining,POINT (-77.8256 -2.40726)
tibiti,4.87038,-55.9428,mining,POINT (-55.9428 4.87038)
timbara,-4.58626,-78.9589,mining,POINT (-78.9589 -4.58626)
tocantinzinho,-6.03,-56.18,mining,POINT (-56.18 -6.03)
toroparu,6.331678,-60.1089,mining,POINT (-60.1089 6.331678)
trinta,-2.59561,-46.1203,mining,POINT (-46.1203 -2.59561)
trombetas,-1.68641,-56.775662,mining,POINT (-56.775662 -1.68641)
tucano,0.85,-52.9,mining,POINT (-52.9 0.85)
tucuma,-6.77021,-51.167,mining,POINT (-51.167 -6.77021)
uniao,-9.59382,-53.8875,mining,POINT (-53.8875 -9.59382)
vermelho,-6.48732,-49.8971,mining,POINT (-49.8971 -6.48732)
veta_islay,-10.9762,-76.4737,mining,POINT (-76.4737 -10.9762)
volta_grande,-3.30094,-52.2365,mining,POINT (-52.2365 -3.30094)
warintza,-3.166667,-78.283333,mining,POINT (-78.283333 -3.166667)
wynamu,7.131473,-59.7816,mining,POINT (-59.7816 7.131473)
